Visitor,Plant,Family,Date,Elevation,Site,Data,Plant2,ElevationCorrect,MinEle,MaxEle,EleZone
Bombus soroeensis,Centaurea nigra,Hymenoptera,13/08/2005,1498,P084,Biesmeijer,Centaurea nigra,1498,1498,1498,1400-1600
Bombus terrestris complex,Centaurea nigra,Hymenoptera,13/08/2005,1498,P084,Biesmeijer,Centaurea nigra,1498,1498,1498,1400-1600
Bombus soroeensis,Centaurea scabiosa,,20/08/2006,1498,P280,Biesmeijer,Centaurea scabiosa,1498,1498,1498,1400-1600
Polyommatus coridon,Centaurea scabiosa,Lepidoptera,20/08/2006,1498,P280,Biesmeijer,Centaurea scabiosa,1498,1498,1498,1400-1600
Zygaena sp.,Centaurea scabiosa,Lepidoptera,20/08/2006,1498,P280,Biesmeijer,Centaurea scabiosa,1498,1498,1498,1400-1600
Cheilosia ,Seseli libanotis,Diptera,14/08/2005,1498,P091,Biesmeijer,Seseli libanotis,1498,1498,1498,1400-1600
Cheilosia ,Seseli libanotis,Diptera,14/08/2005,1498,P091,Biesmeijer,Seseli libanotis,1498,1498,1498,1400-1600
Andrena ,Seseli libanotis,Hymenoptera,14/08/2005,1498,P091,Biesmeijer,Seseli libanotis,1498,1498,1498,1400-1600
Bombus terrestris complex,Seseli libanotis,Hymenoptera,14/08/2005,1498,P091,Biesmeijer,Seseli libanotis,1498,1498,1498,1400-1600
Cheilosia ,Seseli libanotis,Diptera,14/08/2005,1498,P108,Biesmeijer,Seseli libanotis,1498,1498,1498,1400-1600
Cheilosia ,Seseli libanotis,Diptera,14/08/2005,1498,P108,Biesmeijer,Seseli libanotis,1498,1498,1498,1400-1600
Bombus sp.,Seseli libanotis,Hymenoptera,14/08/2005,1498,P108,Biesmeijer,Seseli libanotis,1498,1498,1498,1400-1600
Andrena sp.,Seseli libanotis,Hymenoptera,14/08/2005,1498,P108,Biesmeijer,Seseli libanotis,1498,1498,1498,1400-1600
Andrena ,Seseli libanotis,Hymenoptera,14/08/2005,1498,P108,Biesmeijer,Seseli libanotis,1498,1498,1498,1400-1600
Eristalis arbustorum,Centaurea scabiosa,Diptera,13/08/2005,1500,P082,Biesmeijer,Centaurea scabiosa,1500,1500,1500,1400-1600
Bombus soroeensis,Centaurea scabiosa,Hymenoptera,13/08/2005,1500,P082,Biesmeijer,Centaurea scabiosa,1500,1500,1500,1400-1600
Bombus pascuorum,Centaurea scabiosa,Hymenoptera,13/08/2005,1500,P082,Biesmeijer,Centaurea scabiosa,1500,1500,1500,1400-1600
Bombus rupestris,Centaurea scabiosa,Hymenoptera,13/08/2005,1500,P082,Biesmeijer,Centaurea scabiosa,1500,1500,1500,1400-1600
Bombus wurflenii,Centaurea scabiosa,Hymenoptera,13/08/2005,1500,P082,Biesmeijer,Centaurea scabiosa,1500,1500,1500,1400-1600
Bombus humilis,Centaurea scabiosa,Hymenoptera,13/08/2005,1500,P082,Biesmeijer,Centaurea scabiosa,1500,1500,1500,1400-1600
Bombus pascuorum,Centaurea scabiosa,Hymenoptera,13/08/2005,1500,P082,Biesmeijer,Centaurea scabiosa,1500,1500,1500,1400-1600
Bombus pascuorum,Centaurea scabiosa,Hymenoptera,13/08/2005,1500,P082,Biesmeijer,Centaurea scabiosa,1500,1500,1500,1400-1600
Bombus pascuorum,Centaurea scabiosa,Hymenoptera,13/08/2005,1500,P082,Biesmeijer,Centaurea scabiosa,1500,1500,1500,1400-1600
Eristalis sp.,Centaurea scabiosa,Diptera,13/08/2005,1500,P082,Biesmeijer,Centaurea scabiosa,1500,1500,1500,1400-1600
Eristalis tenax,Centaurea scabiosa,Diptera,13/08/2005,1500,P082,Biesmeijer,Centaurea scabiosa,1500,1500,1500,1400-1600
Bombus hortorum,Aconitum napellus,Hym.,13/08/1889,1500-1700,Gavarnie,MacLeod,Aconitum sp.,1500,1500,1500,1400-1600
Bombus wurflenii,Aconitum napellus,Hym.,13/08/1889,1500-1700,Gavarnie,MacLeod,Aconitum sp.,1500,1500,1500,1400-1600
Bombus wurflenii,Aconitum napellus,Hym.,16/08/1889,1500-1700,Gavarnie,MacLeod,Aconitum sp.,1500,1500,1500,1400-1600
Bombus hortorum,Aconitum napellus,Hym.,16/08/1889,1500-1701,Gavarnie,MacLeod,Aconitum sp.,1500,1500,1500,1400-1600
Bombus hortorum,Aconitum napellus,Hym.,17/08/1889,1500-1702,Gavarnie,MacLeod,Aconitum sp.,1500,1500,1500,1400-1600
Apis ,Centaurea nigra,,20/08/2006,1510,P283,Biesmeijer,Centaurea nigra,1510,1510,1510,1400-1600
Aricia agestis,Centaurea nigra,Lepidoptera,20/08/2006,1510,P283,Biesmeijer,Centaurea nigra,1510,1510,1510,1400-1600
Aricia agestis,Centaurea nigra,Lepidoptera,20/08/2006,1510,P284,Biesmeijer,Centaurea nigra,1510,1510,1510,1400-1600
Bombus soroeensis,Centaurea nigra,,20/08/2006,1510,P282,Biesmeijer,Centaurea nigra,1510,1510,1510,1400-1600
Bombus soroeensis,Centaurea nigra,,20/08/2006,1510,P282,Biesmeijer,Centaurea nigra,1510,1510,1510,1400-1600
Bombus sp,Centaurea nigra,,20/08/2006,1510,P283,Biesmeijer,Centaurea nigra,1510,1510,1510,1400-1600
Bombus soroeensis,Centaurea nigra,,20/08/2006,1510,P283,Biesmeijer,Centaurea nigra,1510,1510,1510,1400-1600
Bombus soroeensis,Centaurea nigra,,20/08/2006,1510,P283,Biesmeijer,Centaurea nigra,1510,1510,1510,1400-1600
Bombus ,Centaurea nigra,,20/08/2006,1510,P284,Biesmeijer,Centaurea nigra,1510,1510,1510,1400-1600
Bombus humilis,Centaurea nigra,,20/08/2006,1510,P284,Biesmeijer,Centaurea nigra,1510,1510,1510,1400-1600
Bombus ,Centaurea nigra,,20/08/2006,1510,P284,Biesmeijer,Centaurea nigra,1510,1510,1510,1400-1600
Bombus quadricolor,Centaurea nigra,,20/08/2006,1510,P284,Biesmeijer,Centaurea nigra,1510,1510,1510,1400-1600
Bombus soroeensis,Centaurea nigra,,20/08/2006,1510,P284,Biesmeijer,Centaurea nigra,1510,1510,1510,1400-1600
Bombus pascuorum,Centaurea nigra,,20/08/2006,1510,P284,Biesmeijer,Centaurea nigra,1510,1510,1510,1400-1600
Colias croceus,Centaurea nigra,Lepidoptera,20/08/2006,1510,P284,Biesmeijer,Centaurea nigra,1510,1510,1510,1400-1600
diptera ,Centaurea nigra,,20/08/2006,1510,P283,Biesmeijer,Centaurea nigra,1510,1510,1510,1400-1600
Halictus? ,Centaurea nigra,,20/08/2006,1510,P284,Biesmeijer,Centaurea nigra,1510,1510,1510,1400-1600
Hesperia comma,Centaurea nigra,Lepidoptera,20/08/2006,1510,P284,Biesmeijer,Centaurea nigra,1510,1510,1510,1400-1600
Issoria lathonia,Centaurea nigra,Lepidoptera,20/08/2006,1510,P282,Biesmeijer,Centaurea nigra,1510,1510,1510,1400-1600
Maniola jurtina,Centaurea nigra,Lepidoptera,20/08/2006,1510,P282,Biesmeijer,Centaurea nigra,1510,1510,1510,1400-1600
Maniola jurtina,Centaurea nigra,Lepidoptera,20/08/2006,1510,P283,Biesmeijer,Centaurea nigra,1510,1510,1510,1400-1600
Maniola jurtina,Centaurea nigra,Lepidoptera,20/08/2006,1510,P284,Biesmeijer,Centaurea nigra,1510,1510,1510,1400-1600
NA NA,Centaurea nigra,Lepidoptera,20/08/2006,1510,P284,Biesmeijer,Centaurea nigra,1510,1510,1510,1400-1600
Thymelicus sylvestris,Centaurea nigra,Lepidoptera,20/08/2006,1510,P284,Biesmeijer,Centaurea nigra,1510,1510,1510,1400-1600
 ,Centaurea nigra,,20/08/2006,1510,P282,Biesmeijer,Centaurea nigra,1510,1510,1510,1400-1600
 ,Centaurea nigra,,20/08/2006,1510,P282,Biesmeijer,Centaurea nigra,1510,1510,1510,1400-1600
 ,Centaurea nigra,,20/08/2006,1510,P283,Biesmeijer,Centaurea nigra,1510,1510,1510,1400-1600
 ,Centaurea nigra,,20/08/2006,1510,P283,Biesmeijer,Centaurea nigra,1510,1510,1510,1400-1600
Bombus humilis,Centaurea scabiosa,,20/08/2006,1510,P281,Biesmeijer,Centaurea scabiosa,1510,1510,1510,1400-1600
Bombus quadricolor,Centaurea scabiosa,,20/08/2006,1510,P281,Biesmeijer,Centaurea scabiosa,1510,1510,1510,1400-1600
Hesperia comma,Centaurea scabiosa,Lepidoptera,20/08/2006,1510,P281,Biesmeijer,Centaurea scabiosa,1510,1510,1510,1400-1600
Maniola jurtina,Centaurea scabiosa,Lepidoptera,20/08/2006,1510,P281,Biesmeijer,Centaurea scabiosa,1510,1510,1510,1400-1600
Polyommatus coridon,Centaurea scabiosa,Lepidoptera,20/08/2006,1510,P281,Biesmeijer,Centaurea scabiosa,1510,1510,1510,1400-1600
Syrphid ,Centaurea scabiosa,,20/08/2006,1510,P281,Biesmeijer,Centaurea scabiosa,1510,1510,1510,1400-1600
 ,Centaurea scabiosa,,20/08/2006,1510,P281,Biesmeijer,Centaurea scabiosa,1510,1510,1510,1400-1600
Aricia agestis,Mentha longifolia,Lepidoptera,20/08/2006,1510,P285,Biesmeijer,Mentha longifolia,1510,1510,1510,1400-1600
Coenonympha pamphilus,Mentha longifolia,Lepidoptera,20/08/2006,1510,P285,Biesmeijer,Mentha longifolia,1510,1510,1510,1400-1600
Eristalis sp,Mentha longifolia,,20/08/2006,1510,P285,Biesmeijer,Mentha longifolia,1510,1510,1510,1400-1600
lasioglossum ,Mentha longifolia,,20/08/2006,1510,P285,Biesmeijer,Mentha longifolia,1510,1510,1510,1400-1600
lasioglossum ,Mentha longifolia,,20/08/2006,1510,P285,Biesmeijer,Mentha longifolia,1510,1510,1510,1400-1600
lasioglossum ,Mentha longifolia,,20/08/2006,1510,P285,Biesmeijer,Mentha longifolia,1510,1510,1510,1400-1600
Polyommatus coridon,Mentha longifolia,Lepidoptera,20/08/2006,1510,P285,Biesmeijer,Mentha longifolia,1510,1510,1510,1400-1600
Argynnis aglaja,Centaurea scabiosa,Lepidoptera,12/08/2005,1515,P047,Biesmeijer,Centaurea scabiosa,1515,1515,1515,1400-1600
Aricia agestis,Centaurea scabiosa,Lepidoptera,12/08/2005,1515,P048,Biesmeijer,Centaurea scabiosa,1515,1515,1515,1400-1600
Coenonympha pamphilus,Centaurea scabiosa,Lepidoptera,12/08/2005,1515,P046,Biesmeijer,Centaurea scabiosa,1515,1515,1515,1400-1600
Hesperia comma,Centaurea scabiosa,Lepidoptera,12/08/2005,1515,P048,Biesmeijer,Centaurea scabiosa,1515,1515,1515,1400-1600
Maniola jurtina,Centaurea scabiosa,Lepidoptera,12/08/2005,1515,P048,Biesmeijer,Centaurea scabiosa,1515,1515,1515,1400-1600
Melanargia lachesis,Centaurea scabiosa,Lepidoptera,12/08/2005,1515,P048,Biesmeijer,Centaurea scabiosa,1515,1515,1515,1400-1600
Thymelicus sylvestris,Centaurea scabiosa,Lepidoptera,12/08/2005,1515,P046,Biesmeijer,Centaurea scabiosa,1515,1515,1515,1400-1600
Thymelicus sylvestris,Centaurea scabiosa,Lepidoptera,12/08/2005,1515,P048,Biesmeijer,Centaurea scabiosa,1515,1515,1515,1400-1600
Zygaena sp.,Centaurea scabiosa,Lepidoptera,12/08/2005,1515,P048,Biesmeijer,Centaurea scabiosa,1515,1515,1515,1400-1600
 ,Centaurea scabiosa,Hymenoptera,12/08/2005,1515,P048,Biesmeijer,Centaurea scabiosa,1515,1515,1515,1400-1600
Halictus ,Centaurea scabiosa,Hymenoptera,12/08/2005,1515,P046,Biesmeijer,Centaurea scabiosa,1515,1515,1515,1400-1600
Bombus bohemicus,Centaurea scabiosa,Hymenoptera,12/08/2005,1515,P046,Biesmeijer,Centaurea scabiosa,1515,1515,1515,1400-1600
Bombus bohemicus,Centaurea scabiosa,Hymenoptera,12/08/2005,1515,P046,Biesmeijer,Centaurea scabiosa,1515,1515,1515,1400-1600
Bombus lapidarius,Centaurea scabiosa,Hymenoptera,12/08/2005,1515,P046,Biesmeijer,Centaurea scabiosa,1515,1515,1515,1400-1600
Bombus pascuorum,Centaurea scabiosa,Hymenoptera,12/08/2005,1515,P046,Biesmeijer,Centaurea scabiosa,1515,1515,1515,1400-1600
Bombus sp.,Centaurea scabiosa,Hymenoptera,12/08/2005,1515,P046,Biesmeijer,Centaurea scabiosa,1515,1515,1515,1400-1600
Bombus mesomelas,Centaurea scabiosa,Hymenoptera,12/08/2005,1515,P046,Biesmeijer,Centaurea scabiosa,1515,1515,1515,1400-1600
Bombus mesomelas,Centaurea scabiosa,Hymenoptera,12/08/2005,1515,P046,Biesmeijer,Centaurea scabiosa,1515,1515,1515,1400-1600
Bombus mesomelas,Centaurea scabiosa,Hymenoptera,12/08/2005,1515,P046,Biesmeijer,Centaurea scabiosa,1515,1515,1515,1400-1600
Halictus ,Centaurea scabiosa,Hymenoptera,12/08/2005,1515,P047,Biesmeijer,Centaurea scabiosa,1515,1515,1515,1400-1600
Halictus ,Centaurea scabiosa,Hymenoptera,12/08/2005,1515,P047,Biesmeijer,Centaurea scabiosa,1515,1515,1515,1400-1600
Eristalis sp.,Centaurea scabiosa,Diptera,12/08/2005,1515,P047,Biesmeijer,Centaurea scabiosa,1515,1515,1515,1400-1600
Bombus mesomelas,Centaurea scabiosa,Hymenoptera,12/08/2005,1515,P047,Biesmeijer,Centaurea scabiosa,1515,1515,1515,1400-1600
Bombus soroeensis,Centaurea scabiosa,Hymenoptera,12/08/2005,1515,P047,Biesmeijer,Centaurea scabiosa,1515,1515,1515,1400-1600
Bombus lapidarius,Centaurea scabiosa,Hymenoptera,12/08/2005,1515,P048,Biesmeijer,Centaurea scabiosa,1515,1515,1515,1400-1600
Bombus lapidarius,Centaurea scabiosa,Hymenoptera,12/08/2005,1515,P048,Biesmeijer,Centaurea scabiosa,1515,1515,1515,1400-1600
Bombus sichelii,Centaurea scabiosa,Hymenoptera,12/08/2005,1515,P048,Biesmeijer,Centaurea scabiosa,1515,1515,1515,1400-1600
Bombus sichelii,Cirsium eriophorum,,20/08/2006,1519,P273,Biesmeijer,Cirsium eriophorum,1519,1519,1519,1400-1600
Bombus soroeensis,Cirsium eriophorum,,20/08/2006,1519,P273,Biesmeijer,Cirsium eriophorum,1519,1519,1519,1400-1600
Colias croceus,Cirsium eriophorum,Lepidoptera,20/08/2006,1519,P273,Biesmeijer,Cirsium eriophorum,1519,1519,1519,1400-1600
Bombus soroeensis,Centaurea nigra,,20/08/2006,1520,P277,Biesmeijer,Centaurea nigra,1520,1520,1520,1400-1600
Bombus soroeensis,Centaurea nigra,,20/08/2006,1520,P277,Biesmeijer,Centaurea nigra,1520,1520,1520,1400-1600
 ,Centaurea nigra,,20/08/2006,1520,P277,Biesmeijer,Centaurea nigra,1520,1520,1520,1400-1600
Apis ,Cirsium eriophorum,,20/08/2006,1520,P276,Biesmeijer,Cirsium eriophorum,1520,1520,1520,1400-1600
Bombus ,Cirsium eriophorum,,20/08/2006,1520,P276,Biesmeijer,Cirsium eriophorum,1520,1520,1520,1400-1600
Bombus humilis,Cirsium eriophorum,,20/08/2006,1520,P276,Biesmeijer,Cirsium eriophorum,1520,1520,1520,1400-1600
Bombus lapidarius,Cirsium eriophorum,,20/08/2006,1520,P276,Biesmeijer,Cirsium eriophorum,1520,1520,1520,1400-1600
Bombus pascuorum,Cirsium eriophorum,,20/08/2006,1520,P276,Biesmeijer,Cirsium eriophorum,1520,1520,1520,1400-1600
Eristalis tenax,Cirsium eriophorum,,20/08/2006,1520,P276,Biesmeijer,Cirsium eriophorum,1520,1520,1520,1400-1600
Macroglossa stellatarum,Cirsium eriophorum,Lepidoptera,20/08/2006,1520,P276,Biesmeijer,Cirsium eriophorum,1520,1520,1520,1400-1600
Syrphid ,Cirsium eriophorum,,20/08/2006,1520,P273,Biesmeijer,Cirsium eriophorum,1520,1520,1520,1400-1600
Syrphid ,Cirsium eriophorum,,20/08/2006,1520,P276,Biesmeijer,Cirsium eriophorum,1520,1520,1520,1400-1600
Chrysotoxum ,Mentha longifolia,,20/08/2006,1520,P274,Biesmeijer,Mentha longifolia,1520,1520,1520,1400-1600
Chrysotoxum sp,Mentha longifolia,,20/08/2006,1520,P275,Biesmeijer,Mentha longifolia,1520,1520,1520,1400-1600
diptera ,Mentha longifolia,,20/08/2006,1520,P275,Biesmeijer,Mentha longifolia,1520,1520,1520,1400-1600
Eristalis tenax,Mentha longifolia,,20/08/2006,1520,P274,Biesmeijer,Mentha longifolia,1520,1520,1520,1400-1600
Eristalis sp,Mentha longifolia,,20/08/2006,1520,P274,Biesmeijer,Mentha longifolia,1520,1520,1520,1400-1600
Eristalis ,Mentha longifolia,,20/08/2006,1520,P274,Biesmeijer,Mentha longifolia,1520,1520,1520,1400-1600
Eristalis sp,Mentha longifolia,,20/08/2006,1520,P275,Biesmeijer,Mentha longifolia,1520,1520,1520,1400-1600
Eristalis ,Mentha longifolia,,20/08/2006,1520,P275,Biesmeijer,Mentha longifolia,1520,1520,1520,1400-1600
lasioglossum ,Mentha longifolia,,20/08/2006,1520,P274,Biesmeijer,Mentha longifolia,1520,1520,1520,1400-1600
lasioglossum ,Mentha longifolia,,20/08/2006,1520,P274,Biesmeijer,Mentha longifolia,1520,1520,1520,1400-1600
Nomada sp,Mentha longifolia,,20/08/2006,1520,P275,Biesmeijer,Mentha longifolia,1520,1520,1520,1400-1600
 ,Mentha longifolia,,20/08/2006,1520,P274,Biesmeijer,Mentha longifolia,1520,1520,1520,1400-1600
 ,Mentha longifolia,,20/08/2006,1520,P275,Biesmeijer,Mentha longifolia,1520,1520,1520,1400-1600
 ,Mentha longifolia,,20/08/2006,1520,P275,Biesmeijer,Mentha longifolia,1520,1520,1520,1400-1600
 ,Centaurea nigra,Diptera,13/08/2005,1521,P069,Biesmeijer,Centaurea nigra,1521,1521,1521,1400-1600
Bombus humilis,Centaurea nigra,Hymenoptera,13/08/2005,1521,P069,Biesmeijer,Centaurea nigra,1521,1521,1521,1400-1600
Bombus mesomelas,Centaurea nigra,Hymenoptera,13/08/2005,1521,P069,Biesmeijer,Centaurea nigra,1521,1521,1521,1400-1600
Bombus soroeensis,Centaurea nigra,Hymenoptera,13/08/2005,1521,P069,Biesmeijer,Centaurea nigra,1521,1521,1521,1400-1600
Bombus wurflenii,Aconitum napellus,Hymenoptera,13/08/2005,1528,P065,Biesmeijer,Aconitum sp.,1528,1528,1528,1400-1600
Bombus wurflenii,Aconitum napellus,Hymenoptera,13/08/2005,1528,P065,Biesmeijer,Aconitum sp.,1528,1528,1528,1400-1600
Bombus ,Aconitum napellus,Hymenoptera,13/08/2005,1528,P065,Biesmeijer,Aconitum sp.,1528,1528,1528,1400-1600
Bombus hortorum,Aconitum napellus,Hymenoptera,13/08/2005,1528,P065,Biesmeijer,Aconitum sp.,1528,1528,1528,1400-1600
Bombus ,Aconitum napellus,Hymenoptera,13/08/2005,1528,P066,Biesmeijer,Aconitum sp.,1528,1528,1528,1400-1600
Bombus ,Aconitum napellus,Hymenoptera,13/08/2005,1528,P066,Biesmeijer,Aconitum sp.,1528,1528,1528,1400-1600
Lasioglossum ,Mentha longifolia,Hymenoptera,13/08/2005,1528,P067,Biesmeijer,Mentha longifolia,1528,1528,1528,1400-1600
Lasioglossum ,Mentha longifolia,Hymenoptera,13/08/2005,1528,P067,Biesmeijer,Mentha longifolia,1528,1528,1528,1400-1600
Lasioglossum ,Mentha longifolia,Hymenoptera,13/08/2005,1528,P067,Biesmeijer,Mentha longifolia,1528,1528,1528,1400-1600
Lasioglossum ,Mentha longifolia,Hymenoptera,13/08/2005,1528,P067,Biesmeijer,Mentha longifolia,1528,1528,1528,1400-1600
Lasioglossum ,Mentha longifolia,Hymenoptera,13/08/2005,1528,P067,Biesmeijer,Mentha longifolia,1528,1528,1528,1400-1600
Eristalis ,Mentha longifolia,Diptera,13/08/2005,1528,P067,Biesmeijer,Mentha longifolia,1528,1528,1528,1400-1600
Eristalis tenax,Mentha longifolia,Diptera,13/08/2005,1528,P067,Biesmeijer,Mentha longifolia,1528,1528,1528,1400-1600
 ,Parnassia rotundifolia,Hymenoptera,13/08/2005,1528,P068,Biesmeijer,Parnassia palustris,1528,1528,1528,1400-1600
Lasioglossum ,Leontodon Autumnalis?,Hymenoptera,13/08/2005,1529,P071,Biesmeijer,Leontodon Autumnalis?,1529,1529,1529,1400-1600
Panurgus ,Leontodon Autumnalis?,Hymenoptera,13/08/2005,1529,P071,Biesmeijer,Leontodon Autumnalis?,1529,1529,1529,1400-1600
Panurgus ,Leontodon Autumnalis?,Hymenoptera,13/08/2005,1529,P071,Biesmeijer,Leontodon Autumnalis?,1529,1529,1529,1400-1600
Panurgus ,Leontodon Autumnalis?,Hymenoptera,13/08/2005,1529,P071,Biesmeijer,Leontodon Autumnalis?,1529,1529,1529,1400-1600
Panurgus ,Leontodon Autumnalis?,Hymenoptera,13/08/2005,1529,P071,Biesmeijer,Leontodon Autumnalis?,1529,1529,1529,1400-1600
Panurgus ,Leontodon Autumnalis?,Hymenoptera,13/08/2005,1529,P071,Biesmeijer,Leontodon Autumnalis?,1529,1529,1529,1400-1600
Panurgus ,Leontodon Autumnalis?,Hymenoptera,13/08/2005,1529,P071,Biesmeijer,Leontodon Autumnalis?,1529,1529,1529,1400-1600
Panurgus ,Leontodon Autumnalis?,Hymenoptera,13/08/2005,1529,P071,Biesmeijer,Leontodon Autumnalis?,1529,1529,1529,1400-1600
Panurgus ,Leontodon Autumnalis?,Hymenoptera,13/08/2005,1529,P071,Biesmeijer,Leontodon Autumnalis?,1529,1529,1529,1400-1600
Panurgus ,Leontodon Autumnalis?,Hymenoptera,13/08/2005,1529,P071,Biesmeijer,Leontodon Autumnalis?,1529,1529,1529,1400-1600
Panurgus ,Leontodon Autumnalis?,Hymenoptera,13/08/2005,1529,P071,Biesmeijer,Leontodon Autumnalis?,1529,1529,1529,1400-1600
Issoria lathonia,Origanum vulgare,Lepidoptera,10/08/2005,1535,P041,Biesmeijer,Origanum vulgare,1535,1535,1535,1400-1600
Maniola jurtina,Origanum vulgare,Lepidoptera,10/08/2005,1535,P041,Biesmeijer,Origanum vulgare,1535,1535,1535,1400-1600
Maniola jurtina,Origanum vulgare,Lepidoptera,10/08/2005,1535,P042,Biesmeijer,Origanum vulgare,1535,1535,1535,1400-1600
Polyommatus coridon,Origanum vulgare,Lepidoptera,10/08/2005,1535,P041,Biesmeijer,Origanum vulgare,1535,1535,1535,1400-1600
Polyommatus coridon,Origanum vulgare,Lepidoptera,10/08/2005,1535,P042,Biesmeijer,Origanum vulgare,1535,1535,1535,1400-1600
Zygaena sp.,Origanum vulgare,Lepidoptera,10/08/2005,1535,P042,Biesmeijer,Origanum vulgare,1535,1535,1535,1400-1600
 ,Origanum vulgare,Hymenoptera,10/08/2005,1535,P042,Biesmeijer,Origanum vulgare,1535,1535,1535,1400-1600
Ceratina ,Origanum vulgare,Hymenoptera,10/08/2005,1535,P041,Biesmeijer,Origanum vulgare,1535,1535,1535,1400-1600
Bombus humilis,Origanum vulgare,Hymenoptera,10/08/2005,1535,P041,Biesmeijer,Origanum vulgare,1535,1535,1535,1400-1600
Nomada ,Origanum vulgare,Hymenoptera,10/08/2005,1535,P042,Biesmeijer,Origanum vulgare,1535,1535,1535,1400-1600
Ceratina ,Origanum vulgare,Hymenoptera,10/08/2005,1535,P042,Biesmeijer,Origanum vulgare,1535,1535,1535,1400-1600
Bombus sp.,Origanum vulgare,Hymenoptera,10/08/2005,1535,P042,Biesmeijer,Origanum vulgare,1535,1535,1535,1400-1600
Apis ,Origanum vulgare,Hymenoptera,10/08/2005,1535,P042,Biesmeijer,Origanum vulgare,1535,1535,1535,1400-1600
Coenonympha pamphilus,Origanum vulgare,Lepidoptera,10/08/2005,1536,P040,Biesmeijer,Origanum vulgare,1536,1536,1536,1400-1600
Issoria lathonia,Origanum vulgare,Lepidoptera,10/08/2005,1536,P039,Biesmeijer,Origanum vulgare,1536,1536,1536,1400-1600
Polyommatus coridon,Origanum vulgare,Lepidoptera,10/08/2005,1536,P039,Biesmeijer,Origanum vulgare,1536,1536,1536,1400-1600
Lasioglossum ,Origanum vulgare,Hymenoptera,10/08/2005,1536,P039,Biesmeijer,Origanum vulgare,1536,1536,1536,1400-1600
Lasioglossum ,Origanum vulgare,Hymenoptera,10/08/2005,1536,P039,Biesmeijer,Origanum vulgare,1536,1536,1536,1400-1600
Lasioglossum ,Origanum vulgare,Hymenoptera,10/08/2005,1536,P039,Biesmeijer,Origanum vulgare,1536,1536,1536,1400-1600
Hylaeus ,Origanum vulgare,Hymenoptera,10/08/2005,1536,P039,Biesmeijer,Origanum vulgare,1536,1536,1536,1400-1600
Hylaeus ,Origanum vulgare,Hymenoptera,10/08/2005,1536,P039,Biesmeijer,Origanum vulgare,1536,1536,1536,1400-1600
Bombus humilis,Origanum vulgare,Hymenoptera,10/08/2005,1536,P039,Biesmeijer,Origanum vulgare,1536,1536,1536,1400-1600
Eristalis sp.,Origanum vulgare,Diptera,10/08/2005,1536,P039,Biesmeijer,Origanum vulgare,1536,1536,1536,1400-1600
Bombus sp.,Origanum vulgare,Hymenoptera,10/08/2005,1536,P039,Biesmeijer,Origanum vulgare,1536,1536,1536,1400-1600
Eristalis tenax,Origanum vulgare,Diptera,10/08/2005,1536,P039,Biesmeijer,Origanum vulgare,1536,1536,1536,1400-1600
Halictus ,Origanum vulgare,Hymenoptera,10/08/2005,1536,P040,Biesmeijer,Origanum vulgare,1536,1536,1536,1400-1600
Bombus ruderarius,Origanum vulgare,Hymenoptera,10/08/2005,1536,P040,Biesmeijer,Origanum vulgare,1536,1536,1536,1400-1600
Bombus humilis,Origanum vulgare,Hymenoptera,10/08/2005,1536,P040,Biesmeijer,Origanum vulgare,1536,1536,1536,1400-1600
Bombus pascuorum,Origanum vulgare,Hymenoptera,10/08/2005,1536,P040,Biesmeijer,Origanum vulgare,1536,1536,1536,1400-1600
Bombus sichelii,Origanum vulgare,Hymenoptera,10/08/2005,1536,P040,Biesmeijer,Origanum vulgare,1536,1536,1536,1400-1600
Bombus ruderarius,Origanum vulgare,Hymenoptera,10/08/2005,1536,P040,Biesmeijer,Origanum vulgare,1536,1536,1536,1400-1600
Bombus sp.,Origanum vulgare,Hymenoptera,10/08/2005,1536,P040,Biesmeijer,Origanum vulgare,1536,1536,1536,1400-1600
Vollucella sp.,Origanum vulgare,Diptera,10/08/2005,1536,P040,Biesmeijer,Origanum vulgare,1536,1536,1536,1400-1600
Bombus mesomelas,Origanum vulgare,Hymenoptera,10/08/2005,1536,P040,Biesmeijer,Origanum vulgare,1536,1536,1536,1400-1600
Bombus mesomelas,Origanum vulgare,Hymenoptera,10/08/2005,1536,P040,Biesmeijer,Origanum vulgare,1536,1536,1536,1400-1600
Bombus soroeensis,Origanum vulgare,Hymenoptera,10/08/2005,1536,P040,Biesmeijer,Origanum vulgare,1536,1536,1536,1400-1600
Bombus soroeensis,Origanum vulgare,Hymenoptera,10/08/2005,1536,P040,Biesmeijer,Origanum vulgare,1536,1536,1536,1400-1600
Zygaena sp.,Origanum vulgare,Lepidoptera,10/08/2005,1536,P039,Biesmeijer,Origanum vulgare,1536,1536,1536,1400-1600
Macroglossa stellatarum,Aconitum napellus,Lep.,17/08/1889,1550,Gavarnie,MacLeod,Aconitum sp.,1550,1550,1550,1400-1600
Argynnis aglaja,Cirsium arvense,Lepidoptera,09/08/2005,1550,P026,Biesmeijer,Cirsium arvense,1550,1550,1550,1400-1600
Argynnis paphia,Cirsium arvense,Lepidoptera,09/08/2005,1550,P025,Biesmeijer,Cirsium arvense,1550,1550,1550,1400-1600
Lycaena virgaureae,Cirsium arvense,Lepidoptera,09/08/2005,1550,P025,Biesmeijer,Cirsium arvense,1550,1550,1550,1400-1600
